"","BIOCHEMICAL","SUPER.PATHWAY","SUB.PATHWAY","COMP.ID","PLATFORM","CHEMICAL.ID","RI","MASS","CAS","PUBCHEM","KEGG","HMDB"
"met_159","3-(4-hydroxyphenyl)lactate","Amino Acid","Tyrosine Metabolism",32197,"LC/MS Neg",240,1379,181.0506,"6482-98-0","9378","C03672","HMDB00755"
"met_160","3-(4-hydroxyphenyl)propionate","Xenobiotics","Benzoate Metabolism",39587,"LC/MS Neg",100002914,1670,165.0557,"501-97-3","10394","C01744","HMDB02199"
"met_161","3-acetylphenol sulfate","Xenobiotics","Chemical",48693,"LC/MS Neg",100004326,2477,215.002,"",".","",""
"met_162","3-aminoisobutyrate","Nucleotide","Pyrimidine Metabolism, Thymine containing",1566,"LC/MS Pos Early",1114,2190,104.0706,"10569-72-9;214139-20-5","64956","C05145","HMDB03911"
"met_163","3beta-hydroxy-5-cholestenoate","Lipid","Sterol",54805,"LC/MS Neg",100006370,5398,415.3218,"6561-58-6","165511","C17333",""
"met_164","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","Lipid","Fatty Acid, Dicarboxylate",31787,"LC/MS Neg",100001178,2800,239.0925,"86879-39-2","123979","","HMDB61112"
"met_165","3-hydroxy-2-ethylpropionate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",32397,"LC/MS Neg",100001170,975,117.0557,"4374-62-3","188979","","HMDB00396"
"met_166","3-hydroxy-3-methylglutarate","Lipid","Mevalonate Metabolism",531,"LC/MS Polar",112,2850,161.0456,"503-49-1","1662","C03761","HMDB00355"
"met_167","3-hydroxy-3-phenylpropionate","Xenobiotics","Benzoate Metabolism",43497,"LC/MS Neg",100002482,2024,165.0557,"2768-42-5","92959","",""
"met_168","3-hydroxyadipate*","Lipid","Fatty Acid, Dicarboxylate",62069,"LC/MS Polar",100004396,3131,161.0455,"","151913","","HMDB00345"
"met_169","3-hydroxybutyrate (BHBA)","Lipid","Ketone Bodies",542,"LC/MS Polar",254,1444,103.0401,"625-72-9","441","C01089","HMDB00357"
"met_170","3-hydroxybutyrylcarnitine (2)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",52984,"LC/MS Pos Early",100009271,2340,248.1493,"",".","","HMDB13127"
"met_171","3-hydroxydecanoate","Lipid","Fatty Acid, Monohydroxy",22053,"LC/MS Neg",100000997,4634.7,187.134,"5561-87-5","26612","","HMDB02203"
"met_172","3-hydroxyhexanoate","Lipid","Fatty Acid, Monohydroxy",53230,"LC/MS Neg",100006367,1725,131.0714,"10191-24-9","151492","",""
"met_173","3-hydroxyisobutyrate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",1549,"LC/MS Polar",111,1619,103.0401,"2068-83-9","87","C06001","HMDB00336"
"met_174","3-hydroxylaurate","Lipid","Fatty Acid, Monohydroxy",32457,"LC/MS Neg",100001112,5175,215.1653,"53941-38-1","94216","","HMDB00387"
"met_175","3-hydroxyoctanoate","Lipid","Fatty Acid, Monohydroxy",22001,"LC/MS Neg",100000773,3446,159.1027,"88930-08-9","26613","","HMDB01954"
"met_176","3-hydroxypyridine sulfate","Xenobiotics","Chemical",48448,"LC/MS Neg",100006098,1595.5,173.9867,"1955-23-3",".","",""
"met_177","3-hydroxysebacate","Lipid","Fatty Acid, Monohydroxy",31943,"LC/MS Neg",100001145,1282,217.1081,"73141-46-5","3017884","","HMDB00350"
"met_178","3-hydroxystachydrine*","Xenobiotics","Food Component/Plant",62062,"LC/MS Pos Early",100020203,1049,160.0968,"","442640","",""
"met_179","3-hydroxystearate","Lipid","Fatty Acid, Monohydroxy",52938,"LC/MS Neg",100008933,5674,299.2592,"45261-96-9","5282907","",""
"met_180","3-indoxyl sulfate","Amino Acid","Tryptophan Metabolism",27672,"LC/MS Neg",100000467,2222.2,212.0023,"2642-37-7","10258","","HMDB00682"
"met_181","3-methoxycatechol sulfate (2)","Xenobiotics","Benzoate Metabolism",48752,"LC/MS Neg",100006376,2200,218.9969,"",".","",""
"met_182","3-methoxytyrosine","Amino Acid","Tyrosine Metabolism",12017,"LC/MS Pos Early",1342,2555,212.0917,"300-48-1","1670","","HMDB01434"
"met_183","3-methyl catechol sulfate (1)","Xenobiotics","Benzoate Metabolism",46165,"LC/MS Neg",100004112,2790,203.002,"",".","",""
"met_184","3-methyl-2-oxobutyrate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",44526,"LC/MS Neg",100000936,1465,115.0401,"3715-29-5","49","C00141","HMDB00019"
"met_185","3-methyl-2-oxovalerate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",15676,"LC/MS Neg",100000036,2064.2,129.0557,"1460-34-0;51829-07-3","47","C00671","HMDB03736"
"met_186","3-methylglutaconate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",38667,"LC/MS Polar",100002458,2700,143.035,"5746-90-7","1551553","","HMDB00522"
"met_187","3-methylhistidine","Amino Acid","Histidine Metabolism",15677,"LC/MS Neg",100000042,906.3,168.0779,"368-16-1","64969","C01152","HMDB00479"
"met_188","3-phenylpropionate (hydrocinnamate)","Xenobiotics","Benzoate Metabolism",15749,"LC/MS Neg",100000010,2860,149.0608,"501-52-0","107","C05629","HMDB00764"
"met_189","3-ureidoisobutyrate","Nucleotide","Pyrimidine Metabolism, Uracil containing",57549,"LC/MS Pos Early",100001531,1207,147.0764,"2905-86-4","160663","C05100","HMDB02031"
"met_190","3-ureidopropionate","Nucleotide","Pyrimidine Metabolism, Uracil containing",3155,"LC/MS Pos Early",1053,875,133.0608,"462-88-4","111","C02642","HMDB00026"
"met_191","4-acetamidobutanoate","Amino Acid","Polyamine Metabolism",1558,"LC/MS Pos Early",1113,1350,146.0812,"3025-96-5","18189","C02946","HMDB03681"
"met_192","4-acetylphenol sulfate","Xenobiotics","Drug - Other",44620,"LC/MS Neg",100000711,2375,215.002,"","4684006","",""
"met_193","4-allylphenol sulfate","Xenobiotics","Food Component/Plant",37181,"LC/MS Neg",100001868,3805,213.0227,"",".","",""
"met_194","4-aminophenol sulfate (2)","Xenobiotics","Drug - Analgesics, Anesthetics",54809,"LC/MS Neg",100010871,1168,188.0023,"",".","",""
"met_195","4-ethylphenylsulfate","Xenobiotics","Benzoate Metabolism",36099,"LC/MS Neg",100001756,3580,201.0227,"123-07-9",".","C13637",""
"met_196","4-guanidinobutanoate","Amino Acid","Guanidino and Acetamido Metabolism",15681,"LC/MS Pos Early",100000096,2320,146.0924,"463-003;463-00-3","500","C01035","HMDB03464"
"met_197","4-hydroxy-2-nonenal","Lipid","Fatty Acid, Oxidized",38309,"LC/MS Neg",143,4745,155.1078,"75899-68-2;128946-65-6","1693","","HMDB04362"
"met_198","4-hydroxycatechol sulfate","Xenobiotics","Benzoate Metabolism",62313,"LC/MS Neg",100006169,1210,204.9812,"",".","",""
"met_199","4-hydroxychlorothalonil","Xenobiotics","Chemical",48441,"LC/MS Neg",100006082,4427,244.9082,"28343-61-5","34217","",""
"met_200","4-hydroxycinnamate sulfate","Amino Acid","Tyrosine Metabolism",48410,"LC/MS Neg",100006095,1000,242.9969,"376374-66-2","6070438","",""
"met_201","4-hydroxymandelate","Xenobiotics","Benzoate Metabolism",1568,"LC/MS Polar",1115,1295,167.035,"7198-10-9;184901-84-6","328","C03198","HMDB00822"
"met_202","4-hydroxyphenylacetate","Amino Acid","Phenylalanine Metabolism",541,"LC/MS Neg",144,1361,151.0401,"156-38-7","127","C00642","HMDB00020"
"met_203","4-hydroxyphenylacetatoylcarnitine","Amino Acid","Tyrosine Metabolism",52932,"LC/MS Pos Early",100006619,2730,296.1493,"",".","",""
"met_204","4-hydroxyphenylacetylglutamine","Peptide","Acetylated Peptides",55017,"LC/MS Neg",100010850,1650,279.0986,"",".","",""
"met_205","4-hydroxyphenylacetylglycine","Peptide","Acetylated Peptides",43525,"LC/MS Neg",100004418,1622,208.0615,"28116-23-6","440732","C05596",""
"met_206","4-hydroxyphenylpyruvate","Amino Acid","Tyrosine Metabolism",1669,"LC/MS Neg",1141,1690,179.035,"156-39-8","979","C01179","HMDB00707"
"met_207","4-imidazoleacetate","Amino Acid","Histidine Metabolism",32349,"LC/MS Pos Early",100001207,2055,127.0502,"645-65-8","96215","C02835","HMDB02024"
"met_208","4-methoxyphenol sulfate","Amino Acid","Tyrosine Metabolism",48457,"LC/MS Neg",100006262,2412,203.002,"3233-60-1",".","",""
"met_209","4-methyl-2-oxopentanoate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",22116,"LC/MS Neg",100000551,2170,129.0557,"816-66-0","70","C00233","HMDB00695"
"met_210","4-methylcatechol sulfate","Xenobiotics","Benzoate Metabolism",46146,"LC/MS Neg",100004111,2665,203.002,"",".","",""
"met_211","4-methylguaiacol sulfate","Xenobiotics","Benzoate Metabolism",48418,"LC/MS Neg",100006105,2978,217.0176,"756760-43-7",".","",""
"met_212","4-vinylguaiacol sulfate","Xenobiotics","Food Component/Plant",48442,"LC/MS Neg",100006126,3354,229.0176,"",".","",""
"met_213","4-vinylphenol sulfate","Xenobiotics","Benzoate Metabolism",36098,"LC/MS Neg",100001755,3320,199.0071,"2628-17-3","6426766","C05627","HMDB04072"
"met_214","5,6-dihydrothymine","Nucleotide","Pyrimidine Metabolism, Thymine containing",1418,"LC/MS Neg",158,1637.8,127.0513,"696-04-8","93556","C00906","HMDB00079"
"met_215","5,6-dihydrouridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",61833,"LC/MS Neg",100001425,1119,245.0779,"5/4/27","94312","",""
"met_216","5-aminovalerate","Amino Acid","Lysine Metabolism",18319,"LC/MS Pos Early",100000454,2220,118.0863,"660-88-8","138","C00431","HMDB03355"
"met_217","5-bromotryptophan","Amino Acid","Tryptophan Metabolism",53242,"LC/MS Neg",100009338,3525,280.9931,"","96735","",""
"met_218","5-dodecenoate (12:1n7)","Lipid","Medium Chain Fatty Acid",33968,"LC/MS Neg",100001232,5224,197.1547,"2430-94-6","5312378","","HMDB00529"
"met_219","5-dodecenoylcarnitine (C12:1)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",61769,"LC/MS Pos Late",100016069,1135,342.2639,"",".","",""
"met_220","5-hydroxyhexanoate","Lipid","Fatty Acid, Monohydroxy",31938,"LC/MS Neg",100001148,1267,131.0714,"44843-89-2","170748","","HMDB00525"
"met_221","5-hydroxyindole sulfate","Amino Acid","Tryptophan Metabolism",52914,"LC/MS Neg",100009042,1928,212.0023,"",".","",""
"met_222","5-hydroxyindoleacetate","Amino Acid","Tryptophan Metabolism",437,"LC/MS Neg",71,1510.2,190.051,"54-16-0","1826","C05635","HMDB00763"
"met_223","5-hydroxylysine","Amino Acid","Lysine Metabolism",15685,"LC/MS Pos Early",100000054,2790,163.1077,"13204-98-3","1029","C16741","HMDB00450"
"met_224","5-hydroxymethyl-2'-deoxycytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",57654,"LC/MS Neg",100010957,1486,256.0939,"7226-77-9","169016","",""
"met_225","5-hydroxymethylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",54737,"LC/MS Neg",100005934,1394,272.0888,"19235-17-7",".","",""
"met_226","5-methyl-2'-deoxycytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",38159,"LC/MS Pos Early",100002300,2303,242.1135,"838-07-3","440055","C03592","HMDB02224"
"met_227","5-methylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",22119,"LC/MS Neg",100000763,1608,256.0939,"2140-61-6","92918","","HMDB00982"
"met_228","5-methylcytosine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",21106,"LC/MS Pos Early",1049,2195,126.0662,"58366-64-6","65040","C02376","HMDB02894"
"met_229","5-methylthioadenosine (MTA)","Amino Acid","Polyamine Metabolism",1419,"LC/MS Pos Early",212,2752,298.0968,"2457-80-9","439176","C00170","HMDB01173"
"met_230","5-methylthioribose**","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",62100,"LC/MS Pos Early",100002103,790,181.0529,"23656-67-9","494","","HMDB01087"
"met_231","5-oxoproline","Amino Acid","Glutathione Metabolism",1494,"LC/MS Neg",1021,738.5,128.0353,"98-79-3","7405","C01879","HMDB00267"
"met_232","6-hydroxyindole sulfate","Xenobiotics","Chemical",48698,"LC/MS Neg",100006260,2498,212.0023,"",".","",""
"met_233","6-oxopiperidine-2-carboxylate","Amino Acid","Lysine Metabolism",43231,"LC/MS Pos Early",100004499,1432,144.0655,"34622-39-4","3014237","","HMDB61705"
"met_234","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)","Lipid","Sterol",36776,"LC/MS Neg",100001609,5288.1,429.301,"115538-85-7","3081085","C17337","HMDB12458"
"met_235","7-hydroxyindole sulfate","Amino Acid","Tryptophan Metabolism",52915,"LC/MS Neg",100009043,1765,212.0023,"",".","",""
"met_236","7-ketodeoxycholate","Lipid","Secondary Bile Acid Metabolism",31904,"LC/MS Neg",100001063,4821,405.2646,"911-40-0","188292","","HMDB00391"
"met_237","7-methylguanine","Nucleotide","Purine Metabolism, Guanine containing",35114,"LC/MS Pos Early",100001456,2175,166.0723,"578-76-7","11361","C02242","HMDB00897"
"met_238","9,10-DiHOME","Lipid","Fatty Acid, Dihydroxy",38399,"LC/MS Neg",179,5180,313.2384,"263399-34-4","9966640","C14828","HMDB04704"
"met_239","acetylcarnitine (C2)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",32198,"LC/MS Pos Early",100000802,2282,204.123,"5080-50-2","1","C02571","HMDB00201"
"met_240","aconitate [cis or trans]","Energy","TCA Cycle",46173,"LC/MS Neg",100001359,580,173.0092,"",".","",""
"met_241","adenine","Nucleotide","Purine Metabolism, Adenine containing",554,"LC/MS Pos Early",880,2221,136.0618,"73-24-5","190","C00147","HMDB00034"
"met_242","adenosine","Nucleotide","Purine Metabolism, Adenine containing",555,"LC/MS Pos Early",798,2169,268.104,"58-61-7","60961","C00212","HMDB00050"
"met_243","adipoylcarnitine (C6-DC)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",52988,"LC/MS Pos Early",100006614,2570,290.1598,"","71296139","","HMDB61677"
"met_244","adrenate (22:4n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",32980,"LC/MS Neg",100001193,5678,331.2643,"2091-25-0","5497181","C16527","HMDB02226"
"met_245","adrenoylcarnitine (C22:4)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57528,"LC/MS Pos Late",100015850,1415,476.3734,"",".","",""
"met_246","alanine","Amino Acid","Alanine and Aspartate Metabolism",1126,"LC/MS Pos Early",811,1700,90.055,"56-41-7","5950","C00041","HMDB00161"
"met_247","allantoic acid","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",33434,"LC/MS Polar",218,2960,175.0473,"99-16-1","203","C00499","HMDB01209"
"met_248","allantoin","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",1107,"LC/MS Polar",1002,1672,157.0367,"97-59-6","204","C02350","HMDB00462"
"met_249","alpha-CEHC","Cofactors and Vitamins","Tocopherol Metabolism",48188,"LC/MS Neg",100002206,4045,277.1445,"4072-32-6","9943542","","HMDB01518"
"met_250","alpha-CEHC glucuronide*","Cofactors and Vitamins","Tocopherol Metabolism",39346,"LC/MS Neg",100003101,2616,453.1766,"477200-36-5",".","",""
"met_251","alpha-CEHC sulfate","Cofactors and Vitamins","Tocopherol Metabolism",47666,"LC/MS Neg",100005972,3090,357.1013,"",".","",""
"met_252","alpha-hydroxycaproate","Lipid","Fatty Acid, Monohydroxy",37073,"LC/MS Neg",100001723,1920,131.0714,"6064-63-7","99824","","HMDB01624"
"met_253","alpha-hydroxyisocaproate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",22132,"LC/MS Neg",100000706,1840,131.0714,"10303-64-7","83697","C03264","HMDB00746"
"met_254","alpha-hydroxyisovalerate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",33937,"LC/MS Neg",100001300,1126,117.0557,"600-37-3","99823","","HMDB00407"
"met_255","alpha-ketobutyrate","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",4968,"LC/MS Polar",796,940,101.0244,"600-18-0","58","C00109","HMDB00005"
"met_256","alpha-ketoglutaramate**","Amino Acid","Glutamate Metabolism",62101,"LC/MS Neg",100002397,711,144.0302,"18465-19-5",".","",""
"met_257","alpha-ketoglutarate","Energy","TCA Cycle",528,"LC/MS Polar",93,2700,145.0143,"305-72-6;328-50-7;22202-68-2","51","C00026","HMDB00208"
"met_258","alpha-tocopherol","Cofactors and Vitamins","Tocopherol Metabolism",1561,"LC/MS Pos Late",1105,2522,430.3782,"59-02-9;10191-41-0","14985","C02477","HMDB01893"
"met_259","adenosine 5'-monophosphate (AMP)","Nucleotide","Purine Metabolism, Adenine containing",32342,"LC/MS Pos Early",209,1013,348.0704,"149022-20-8","6083","C00020","HMDB00045"
"met_260","anserine","Amino Acid","Histidine Metabolism",15747,"LC/MS Pos Early",100000044,2924,241.1295,"10030-52-1","112072","C01262","HMDB00194"
"met_261","anthranilate","Amino Acid","Tryptophan Metabolism",4970,"LC/MS Pos Early",1258,2606,138.055,"118-92-3","227","C00108","HMDB01123"
"met_262","arabitol/xylitol","Carbohydrate","Pentose Metabolism",48885,"LC/MS Polar",100006430,1932.4,151.0612,"","6912","C01904",""
"met_263","arabonate/xylonate","Carbohydrate","Pentose Metabolism",48255,"LC/MS Polar",100006115,2700,165.0405,"",".","",""
"met_264","arachidate (20:0)","Lipid","Long Chain Fatty Acid",1118,"LC/MS Neg",893,6240,311.2956,"506-30-9","10467","C06425","HMDB02212"
"met_265","arachidonate (20:4n6)","Lipid","Polyunsaturated Fatty Acid (n3 and n6)",1110,"LC/MS Neg",229,5535,303.233,"506-32-1","444899","C00219","HMDB01043"
"met_266","arachidonoylcarnitine (C20:4)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57518,"LC/MS Pos Late",100015837,1353,448.3422,"",".","",""
"met_267","arachidonoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",53261,"LC/MS Pos Late",100009332,1390,390.3367,"",".","",""
"met_268","arachidoylcarnitine (C20)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57513,"LC/MS Pos Late",100015833,1512,456.4047,"",".","","HMDB06460"
"met_269","argininate*","Amino Acid","Urea cycle; Arginine and Proline Metabolism",57461,"LC/MS Pos Early",100002769,2150,176.103,"157-07-3","160437","","HMDB03148"
"met_270","arginine","Amino Acid","Urea cycle; Arginine and Proline Metabolism",1638,"LC/MS Pos Early",231,2825,175.119,"1119-34-2","232","C00062","HMDB00517"
"met_271","argininosuccinate","Amino Acid","Urea cycle; Arginine and Proline Metabolism",15497,"LC/MS Pos Early",232,2745,291.1299,"156637-58-0","828","C03406","HMDB00052"
"met_272","asparagine","Amino Acid","Alanine and Aspartate Metabolism",512,"LC/MS Pos Early",917,1225,133.0608,"70-47-3","6267","C00152","HMDB00168"
"met_273","aspartate","Amino Acid","Alanine and Aspartate Metabolism",443,"LC/MS Pos Early",234,1165,134.0448,"56-84-8","5960","C00049","HMDB00191"
"met_274","azelate (C9-DC)","Lipid","Fatty Acid, Dicarboxylate",18362,"LC/MS Neg",2029,1276,187.0976,"123-99-9","2266","C08261","HMDB00784"
"met_275","behenoyl dihydrosphingomyelin (d18:0/22:0)*","Lipid","Sphingolipid Metabolism",57331,"LC/MS Pos Late",100009026,3150,789.6844,"",".","","HMDB12091"
"met_276","behenoyl sphingomyelin (d18:1/22:0)*","Lipid","Sphingolipid Metabolism",48492,"LC/MS Pos Late",100006294,3083,787.6688,"",".","","HMDB12103"
"met_277","behenoylcarnitine (C22)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57514,"LC/MS Pos Late",100015832,1561,484.436,"",".","",""
"met_278","benzoate","Xenobiotics","Benzoate Metabolism",15778,"LC/MS Neg",100000008,1750,121.0295,"65-85-0","243","C00180","HMDB01870"
"met_279","beta-alanine","Nucleotide","Pyrimidine Metabolism, Uracil containing",55,"LC/MS Pos Early",244,1905,90.055,"56-41-7;107-95-9","239","C00099","HMDB00056"
"met_280","beta-guanidinopropanoate","Xenobiotics","Food Component/Plant",35101,"LC/MS Pos Early",100001411,2145,132.0768,"353-09-3","67701","C03065","HMDB13222"
"met_281","beta-hydroxyisovalerate","Amino Acid","Leucine, Isoleucine and Valine Metabolism",12129,"LC/MS Neg",1442,1027,117.0557,"625-08-1","69362","","HMDB00754"
"met_282","betaine","Amino Acid","Glycine, Serine and Threonine Metabolism",3141,"LC/MS Pos Early",799,1064,118.0863,"107-43-7","247","C00719","HMDB00043"
"met_283","beta-sitosterol","Lipid","Sterol",27414,"LC/MS Pos Late",100001033,3054,397.3829,"83-46-5","222284","C01753","HMDB00852"
"met_284","bilirubin (Z,Z)","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",43807,"LC/MS Pos Late",1090,1840,585.2708,"635-65-4","5280352","C00486","HMDB00054"
"met_285","bilirubin (E,E)*","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",32586,"LC/MS Pos Late",100001950,1045,585.2708,"114-25-0","5315454","",""
"met_286","biliverdin","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",2137,"LC/MS Pos Late",250,1016,583.2551,"55482-27-4;55482-27-4","5353439","C00500","HMDB01008"
"met_287","biotin","Cofactors and Vitamins","Biotin Metabolism",568,"LC/MS Pos Early",251,2253,245.0955,"58-85-5","171548","C00120","HMDB00030"
"met_288","butyrylcarnitine (C4)","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",32412,"LC/MS Pos Early",100001054,2860,232.1543,"25576-40-3","439829","C02862","HMDB02013"
"met_289","campesterol","Lipid","Sterol",33997,"LC/MS Pos Late",100001269,2873,383.3672,"474-62-4","173183","C01789","HMDB02869"
"met_290","caprate (10:0)","Lipid","Medium Chain Fatty Acid",1642,"LC/MS Neg",888,5090.7,171.1391,"112-37-8","2969","C01571","HMDB00511"
"met_291","caproate (6:0)","Lipid","Medium Chain Fatty Acid",32489,"LC/MS Neg",926,2713.7,115.0765,"142-62-1","8892","C01585","HMDB00535"
"met_292","caprylate (8:0)","Lipid","Medium Chain Fatty Acid",32492,"LC/MS Neg",932,4362,143.1078,"124-07-2","379","C06423","HMDB00482"
"met_293","carboxyethyl-GABA","Amino Acid","Glutamate Metabolism",40007,"LC/MS Pos Early",100003260,2085,176.0917,"3/2/86","2572","","HMDB02201"
"met_294","carnitine","Lipid","Carnitine Metabolism",15500,"LC/MS Pos Early",100000007,1978,162.1125,"461-05-2","10917","C00318","HMDB00062"
"met_295","carnosine","Amino Acid","Histidine Metabolism",1768,"LC/MS Pos Early",249,2942,227.1139,"305-84-0","439224","C00386","HMDB00033"
"met_296","carotene diol (1)","Cofactors and Vitamins","Vitamin A Metabolism",57635,"LC/MS Pos Late",100015966,1720,568.4276,"",".","",""
"met_297","catechol sulfate","Xenobiotics","Benzoate Metabolism",35320,"LC/MS Neg",100001605,1906,188.9863,"4918-96-1","3083879","","HMDB59724"
"met_298","ceramide (d16:1/24:1, d18:1/22:1)*","Lipid","Ceramides",57437,"LC/MS Pos Late",100015727,3850,620.5976,"",".","",""
"met_299","ceramide (d18:1/17:0, d17:1/18:0)*","Lipid","Ceramides",57434,"LC/MS Pos Late",100015737,3055,552.5351,"",".","",""
"met_300","ceramide (d18:2/24:1, d18:1/24:2)*","Lipid","Ceramides",57443,"LC/MS Pos Late",100015744,3858,646.6133,"",".","",""
"met_301","cerotoylcarnitine (C26)*","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",57516,"LC/MS Pos Late",100015835,1649,540.4986,"",".","","HMDB06347"
"met_302","cetirizine","Xenobiotics","Drug - Respiratory",54745,"LC/MS Pos Late",100009034,1052,389.1627,"83881-51-0","2678","C07778","HMDB05032"
"met_303","C-glycosyltryptophan","Amino Acid","Tryptophan Metabolism",48782,"LC/MS Neg",100006379,1777,365.1354,"180509-18-6","10981970","",""
"met_304","chenodeoxycholate","Lipid","Primary Bile Acid Metabolism",1563,"LC/MS Neg",1123,5264,391.2854,"474-24-9;474-25-9","10133","C02528","HMDB00518"
"met_305","cholate","Lipid","Primary Bile Acid Metabolism",22842,"LC/MS Neg",136,5165,407.2803,"81-25-4","221493","C00695","HMDB00619"
"met_306","cholesterol","Lipid","Sterol",63,"LC/MS Pos Late",266,2707,369.3516,"57-88-5","11025495","C00187","HMDB00067"
"met_307","choline","Lipid","Phospholipid Metabolism",15506,"LC/MS Pos Early",1256,1961,104.107,"67-48-1","305","C00114","HMDB00097"
"met_308","cis-4-decenoylcarnitine (C10:1)","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",38178,"LC/MS Pos Late",100002259,1057,314.2326,"98930-66-6",".","",""
"met_309","cis-urocanate","Amino Acid","Histidine Metabolism",40410,"LC/MS Pos Early",100003425,2406,139.0502,"7699-35-6","1549103","","HMDB34174"
"met_310","citrate","Energy","TCA Cycle",1564,"LC/MS Neg",1124,582,191.0197,"77-92-9","311","C00158","HMDB00094"
"met_311","citrulline","Amino Acid","Urea cycle; Arginine and Proline Metabolism",2132,"LC/MS Pos Early",391,1520,176.103,"372-75-8","9750","C00327","HMDB00904"
"met_312","cytidine 5'-monophosphate (5'-CMP)","Nucleotide","Pyrimidine Metabolism, Cytidine containing",2372,"LC/MS Pos Early",282,835,324.0591,"63-37-6","6131","C00055","HMDB00095"
"met_313","cortisol","Lipid","Corticosteroids",1712,"LC/MS Neg",356,4710,361.202,"50-23-7","5754","C00735","HMDB00063"
"met_314","cortisone","Lipid","Corticosteroids",1769,"LC/MS Neg",273,4575,359.1864,"53-06-5","222786","C00762","HMDB02802"
"met_315","creatine","Amino Acid","Creatine Metabolism",27718,"LC/MS Pos Early",1221,1947,132.0768,"57-00-1","586","C00300","HMDB00064"
"met_316","creatinine","Amino Acid","Creatine Metabolism",513,"LC/MS Pos Early",275,2055,114.0662,"60-27-5","588","C00791","HMDB00562"
"met_317","cys-gly, oxidized","Amino Acid","Glutathione Metabolism",18368,"LC/MS Pos Early",1224,2947,355.0741,"7729-20-6","333293","",""
"met_318","cystathionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",15705,"LC/MS Pos Early",310,2270,223.0747,"535-34-2","439258","C02291","HMDB00099"
"met_319","cysteine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",1868,"LC/MS Pos Early",800,1488,122.027,"52-90-4;56-89-3","5862","C00097","HMDB00574"
"met_320","cysteine s-sulfate","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",22176,"LC/MS Pos Early",100000808,565,201.9838,"1637-71-4","115015","C05824","HMDB00731"
"met_321","cysteine sulfinic acid","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",37443,"LC/MS Pos Early",100002113,597,154.0169,"207121-48-0","109","C00606","HMDB00996"
"met_322","cysteine-glutathione disulfide","Amino Acid","Glutathione Metabolism",35159,"LC/MS Pos Early",100001437,2465,427.0952,"13081-14-6","4247235","","HMDB00656"
"met_323","cysteinylglycine","Amino Acid","Glutathione Metabolism",35637,"LC/MS Pos Early",278,2132,179.0485,"19246-18-5","439498","C01419","HMDB00078"
"met_324","cysteinylglycine disulfide*","Amino Acid","Glutathione Metabolism",62103,"LC/MS Pos Early",100002466,2547,298.0526,"70555-24-7",".","","HMDB00709"
"met_325","cystine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",56,"LC/MS Pos Early",279,2000,241.0311,"56-89-3","67678","C00491","HMDB00192"
"met_326","cytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",514,"LC/MS Pos Early",827,2124,244.0928,"65-46-3","6175","C00475","HMDB00089"
